390,0.0015,-0.0004,0.0062
395,0.0038,-0.001,0.0161
400,0.0089,-0.0025,0.04
405,0.0188,-0.0059,0.0906
410,0.035,-0.0119,0.1802
415,0.0531,-0.0201,0.3088
420,0.0702,-0.0289,0.467
425,0.0763,-0.0338,0.6152
430,0.0745,-0.0349,0.7638
435,0.0561,-0.0276,0.8778
440,0.0323,-0.0169,0.9755
445,-0.0044,0.0024,1.0019
450,-0.0478,0.0283,0.9996
455,-0.097,0.0636,0.9139
460,-0.1586,0.1082,0.8297
465,-0.2235,0.1617,0.7417
470,-0.2848,0.2201,0.6134
475,-0.3346,0.2796,0.472
480,-0.3776,0.3428,0.3495
485,-0.4136,0.4086,0.2564
490,-0.4317,0.4716,0.1819
495,-0.4452,0.5491,0.1307
500,-0.435,0.626,0.091
505,-0.414,0.7097,0.058
510,-0.3673,0.7935,0.0357
515,-0.2845,0.8715,0.02
520,-0.1855,0.9477,0.0095
525,-0.0435,0.9945,0.0007
530,0.127,1.0203,-0.0043
535,0.3129,1.0375,-0.0064
540,0.5362,1.0517,-0.0082
545,0.7722,1.039,-0.0094
550,1.0059,1.0029,-0.0097
555,1.271,0.9698,-0.0097
560,1.5574,0.9162,-0.0093
565,1.8465,0.8571,-0.0087
570,2.1511,0.7823,-0.008
575,2.425,0.6953,-0.0073
580,2.6574,0.5966,-0.0063
585,2.9151,0.5063,-0.00537
590,3.0779,0.4203,-0.00445
595,3.1613,0.336,-0.00357
600,3.1673,0.2591,-0.00277
605,3.1048,0.1917,-0.00208
610,2.9462,0.1367,-0.0015
615,2.7194,0.0938,-0.00103
620,2.4526,0.0611,-0.00068
625,2.17,0.0371,-0.000442
630,1.8358,0.0215,-0.000272
635,1.5179,0.0112,-0.000141
640,1.2428,0.0044,-5.49e-05
645,1.007,7.8e-05,-2.2e-06
650,0.7827,-0.001368,2.37e-05
655,0.5934,-0.001988,2.86e-05
660,0.4442,-0.002168,2.61e-05
665,0.3283,-0.002006,2.25e-05
670,0.2394,-0.001642,1.82e-05
675,0.1722,-0.001272,1.39e-05
680,0.1221,-0.000947,1.03e-05
685,0.0853,-0.000683,7.38e-06
690,0.0586,-0.000478,5.22e-06
695,0.0408,-0.000337,3.67e-06
700,0.0284,-0.000235,2.56e-06
705,0.0197,-0.000163,1.76e-06
710,0.0135,-0.000111,1.2e-06
715,0.00924,-7.48e-05,8.17e-07
720,0.00638,-5.08e-05,5.55e-07
725,0.00441,-3.44e-05,3.75e-07
730,0.00307,-2.34e-05,2.54e-07
735,0.00214,-1.59e-05,1.71e-07
740,0.00149,-1.07e-05,1.16e-07
745,0.00105,-7.23e-06,7.85e-08
750,0.000739,-4.87e-06,5.31e-08
755,0.000523,-3.29e-06,3.6e-08
760,0.000372,-2.22e-06,2.44e-08
765,0.000265,-1.5e-06,1.65e-08
770,0.00019,-1.02e-06,1.12e-08
775,0.000136,-6.88e-07,7.53e-09
780,9.84e-05,-4.65e-07,5.07e-09
785,7.13e-05,-3.12e-07,3.4e-09
790,5.18e-05,-2.08e-07,2.27e-09
795,3.77e-05,-1.37e-07,1.5e-09
800,2.76e-05,-8.8e-08,9.86e-10
805,2.03e-05,-5.53e-08,6.39e-10
810,1.49e-05,-3.36e-08,4.07e-10
815,1.1e-05,-1.96e-08,2.53e-10
820,8.18e-06,-1.09e-08,1.52e-10
825,6.09e-06,-5.7e-09,8.64e-11
830,4.55e-06,-2.77e-09,4.42e-11
